_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornelia Hepp,person,Geschäftsführer,2016-01-06,,Cornelia,Hepp,Haiger,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gundolf Braun,person,Geschäftsführer,2016-01-06,,Gundolf,Braun,Wilnsdorf,,sole representation,,,,
vh-büromöbel e.K.,2339812,2018-06-22T09:24:28Z,N1308V_HRA3271,de/N1308V_HRA3271,currently registered,de,Berendsohnstr.,Berendsohnstr.,,,Schwerin,HRA,Mecklenburg-Western Pomerania,3271,Schwerin HRA 3271,Brüsewitz,,,true,true,true,false,true,true,true,,,Doris Heinrich,person,Prokurist,2018-04-03,,Doris,Heinrich,Lützow,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roland Georg Hlawatschke,person,Inhaber,2012-01-12,,Roland Georg,Hlawatschke,Brüsewitz,,,,,,
DekoMich GmbH,2339870,2018-06-22T09:25:47Z,D3508V_HRB3272,de/D3508V_HRB3272,currently registered,de,Pressather Str.,Pressather Str.,,,Weiden i. d. OPf.,HRB,Bavaria,3272,Weiden i. d. OPf. HRB 3272,Parkstein,,,true,true,true,false,true,true,true,,,Gunther Lukas,person,Geschäftsführer,2008-01-25,,Gunther,Lukas,Parkstein,,,,,,AAA Import GmbH
Neuberger GmbH & Co Grundbesitzverwaltungs KG,2339965,2018-06-22T09:25:47Z,D3201V_HRA3272,de/D3201V_HRA3272,removed,de,Feuchtwanger Str.,Feuchtwanger Str.,,,Ansbach,HRA,Bavaria,3272,Ansbach HRA 3272,Rothenburg ob der Tauber,,,false,true,true,false,false,true,true,,,"Neuberger Beteiligungsgesellschaft mit beschränkter Haftung, Rothenburg ob der Tauber (AG Ansbach, HRB 2602).",company,Persönlich haftender Gesellschafter,2007-01-09,,,,,,,,,,
Versicherungsdienst GmbH der Raiffeisenbank Tattenhausen-Großkarolinenfeld,2340035,2018-06-22T09:25:47Z,D2910V_HRB3272,de/D2910V_HRB3272,currently registered,de,Pfälzer Str.,Pfälzer Str.,,,Traunstein,HRB,Bavaria,3272,Traunstein HRB 3272,Großkarolinenfeld,,,true,true,true,true,true,true,true,,,Engelbert Strasser,person,Geschäftsführer,,2008-07-30,Engelbert,Strasser,Tattenhausen,true,,,Bankkaufmann,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werner Strasser,person,Geschäftsführer,2009-01-05,,Werner,Strasser,Großkarolinenfeld,,,,,,
by nature GmbH & Co. KG,2340087,2018-06-22T09:27:05Z,G1207_HRA3273,de/G1207_HRA3273,currently registered,de,Puschkinstr.,Puschkinstr.,,,Frankfurt/Oder,HRA,Brandenburg,3273,Frankfurt/Oder HRA 3273,Eberswalde,,,true,true,true,false,true,true,true,,,"Ingenieurbüro Röper GmbH, Melle (Amtsgericht Osnabrück, HRB 21553)",company,Persönlich haftender Gesellschafter,2015-03-03,,,,,,,1,,,
"Ingenieurbüro für Kraftfahrzeugtechnik Heintges, Gläßl, Zinnbauer GmbH",2340159,2018-06-22T09:27:05Z,D3101V_HRB3273,de/D3101V_HRB3273,currently registered,de,Drahthammerstr.,Drahthammerstr.,,,Amberg,HRB,Bavaria,3273,Amberg HRB 3273,Amberg,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,HGZ Verwaltungs GmbH
Inntal-Handweberei Werner Rechenauer e.K.,2340161,2018-06-22T09:27:05Z,D2910V_HRA3273,de/D2910V_HRA3273,currently registered,de,Hoppenbichlstr.,Hoppenbichlstr.,,,Traunstein,HRA,Bavaria,3273,Traunstein HRA 3273,Raubling,,,true,true,true,true,true,true,true,,,Werner Rechenauer,person,Inhaber,2010-01-18,,Werner,Rechenauer,Raubling,,,,,,INNTAL-HANDWEBEREI Balthasar Rechenauer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inntal Handweberei Balthasar Rechenauer & Co. KG
M - U - M Industrie-Repräsentanzen GmbH,2340188,2018-06-22T09:27:05Z,R2503_HRB3273,de/R2503_HRB3273,currently registered,de,Ackerstr.,Ackerstr.,,,Essen,HRB,North Rhine-Westphalia,3273,Essen HRB 3273,Essen,,,true,true,true,true,true,true,true,,,Inge Müller,person,Geschäftsführer,,2005-08-29,Inge,Müller,Essen,true,,,Kauffrau,,MUM Bergwerks- und Industriebedarf Gesellschaft mit beschränkter Haftung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUM Industriebedarf Gesellschaft mit beschränkter Haftung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUM Bergwerks- und Industriebedarf Gesellschaft mit beschränkter Haftung
MTV Förster GmbH & Co. KG,2340201,2018-06-22T09:27:05Z,M1502_HRA3273,de/M1502_HRA3273,currently registered,de,Brüder-Grimm-Str.,Brüder-Grimm-Str.,,,Hanau,HRA,Hesse,3273,Hanau HRA 3273,Hanau,,,true,true,true,true,true,true,true,,,Lars Ebert,person,Prokurist,,2016-07-07,Lars,Ebert,Hanau,true,,,,,MTV Förster GmbH & Co. KG.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Zocher,person,Prokurist,2008-04-16,,Christian,Zocher,Hanau,,,,,,Mineralöl - Treibstoff - Vertrieb K.G. F.G. Förster & Co.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Zocher,person,Prokurist,2012-08-22,,Christian,Zocher,Hanau,,,,,,Mineralöl-Treibstoff-Vertrieb Förster GmbH & Co. KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mineralöl-Treibstoff-Vertrieb Förster GmbH u. Co. KG
AVX Elektronische Bauelemente GmbH,2340304,2018-06-22T09:28:29Z,D3304V_HRB3274,de/D3304V_HRB3274,currently registered,de,Lilienthalstr.,Lilienthalstr.,,,Fürth,HRB,Bavaria,3274,Fürth HRB 3274,Fürth,,,true,true,true,true,true,true,true,,,Egbert Gerlach,person,Geschäftsführer,,2010-06-01,Egbert,Gerlach,Fischbach,true,,,,,STC Components Elektronische Bauelemente GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwe Karl Reinecke,person,Geschäftsführer,,2013-10-15,Uwe Karl,Reinecke,Buch am Erlbach,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert John Lawrence,person,Geschäftsführer,,2015-11-25,Robert John,Lawrence,Farnham/Surrey: Großbritannien,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Schenkel,person,Geschäftsführer,2015-11-25,,Alexander,Schenkel,München,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer oder einem Prokuristen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egbert Gerlach,person,Geschäftsführer,2006-03-06,,Egbert,Gerlach,Fischbach,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Meyer Slavitt,person,Geschäftsführer,2013-10-15,,Evan,Meyer Slavitt,Myrtle Beach / Vereinigte Staaten,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer oder einem Prokuristen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwe Karl Reinecke,person,Geschäftsführer,2010-06-01,,Uwe Karl,Reinecke,Buch am Erlbach,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Dachdeckermeisterbetrieb Scharf e.K.,2340335,2018-06-22T09:28:29Z,W1215_HRA3274,de/W1215_HRA3274,removed,de,Seumestr.,Seumestr.,,,Stendal,HRA,Saxony-Anhalt,3274,Stendal HRA 3274,Lützen,,,false,true,false,false,false,true,true,,,Steffen Scharf,person,Inhaber,2011-07-01,,Steffen,Scharf,Lützen OT Poserna,,,,,,
Purrucker GmbH & Co. KG,2340443,2018-06-22T09:28:29Z,D4301V_HRA3274,de/D4301V_HRA3274,currently registered,de,Bindlacher Str.,Bindlacher Str.,,,Bayreuth,HRA,Bavaria,3274,Bayreuth HRA 3274,Bayreuth,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Grüner Vermögensverwaltung GmbH & Co. KG.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purrucker Handwerksbaedarf GmbH & Co. KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purrucker Handwerksbedarf GmbH & Co. KG
AZ-Records-Tonträger- Handelsgesellschaft mit beschränkter Haftung,2340529,2018-06-22T09:29:46Z,R1202_HRB3275,de/R1202_HRB3275,removed,de,Lehmstr.,Lehmstr.,,,Duisburg,HRB,North Rhine-Westphalia,3275,Duisburg HRB 3275,Duisburg,,,false,true,true,true,false,true,true,,,Hans Müller,person,Geschäftsführer,,2012-12-05,Hans,Müller,Duisburg,true,,,Kaufmann,,A-Z-Records-Tonträger- Handelsgesellschaft mit beschränkter Haftung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Bent,person,Geschäftsführer,,2017-08-07,Tim,Bent,Tönisvorst,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christine Hofius,person,Geschäftsführer,2017-08-07,,Christine,Hofius,Siegen,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Bent,person,Geschäftsführer,2012-12-05,,Tim,Bent,Tönisvorst,,sole representation,,,,
Heckmann Automobile eK,2340593,2018-06-22T09:29:46Z,R2706_HRA3275,de/R2706_HRA3275,currently registered,de,Saerbecker Str.,Saerbecker Str.,,,Steinfurt,HRA,North Rhine-Westphalia,3275,Steinfurt HRA 3275,Rheine,,,true,true,true,true,true,true,true,,,Klaus Heckmann,person,Inhaber,,2014-12-01,Klaus,Heckmann,Rheine,true,,,,,Auto Frankenburg Klaus Heckmann
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heidi Heckmann,person,Inhaber,2014-12-01,,Heidi,Heckmann,Rheine,,,,,,Automobile Frankenburg Elisabeth Pruss
R + P Wirtschafts- und Steuerberatungsgesellschaft mbH,2340663,2018-06-22T09:29:46Z,U1104_HRB3275,de/U1104_HRB3275,currently registered,de,Bennostr.,Bennostr.,,,Dresden,HRB,Saxony,3275,Dresden HRB 3275,Radebeul,,,true,true,true,true,true,true,true,,,Roland Doctor Brendel,person,Geschäftsführer,,2006-01-11,Roland,Doctor Brendel,Dresden,true,,,,,Mehnert und Brendel GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heike Rüdiger,person,Geschäftsführer,,2009-04-30,Heike,Rüdiger,Radebeul,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heike Rüdiger,person,Geschäftsführer,2006-01-11,,Heike,Rüdiger,Radebeul,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Rüdiger,person,Geschäftsführer,2009-04-30,,Klaus,Rüdiger,Radebeul,,sole representation,,,,
SP IX GmbH & Co. KG,2340683,2018-06-22T09:29:46Z,G1103_HRA3275,de/G1103_HRA3275,currently registered,de,Nordparkstr.,Nordparkstr.,,,Cottbus,HRA,Brandenburg,3275,Cottbus HRA 3275,Cottbus,,,true,true,true,false,true,true,true,,,Erste SP Solar Verwaltungs- und Beteiligungs GmbH,company,Persönlich haftender Gesellschafter,2017-10-27,,,,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SpreeGas Verwaltungs-GmbH, Cottbus (Amtsgericht Cottbus, HRB 12782 CB)",company,Persönlich haftender Gesellschafter,2017-10-27,,,,,,,2,,,
Röchling Sustaplast SE & Co. KG,2340883,2018-06-22T09:31:08Z,T2210V_HRA3276,de/T2210V_HRA3276,currently registered,de,Sustaplast-Str.,Sustaplast-Str.,,,Koblenz,HRA,Rhineland-Palatinate,3276,Koblenz HRA 3276,Lahnstein,,,true,true,true,true,true,true,true,,,Herbert Bauer,person,Prokurist,,2009-09-18,Herbert,Bauer,Lahnstein,true,,,,,Röchling Sustaplast KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guido Scholz,person,Prokurist,,2009-12-28,Guido,Scholz,Heidelberg,true,,,,,Sustaplast & Co.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ludger Bartels,person,Prokurist,,2018-01-25,Ludger,Bartels,Haren,true,,,,,Sustaplast GmbH & Co.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustaplast KG
biv bützower immobilienverwaltung e.K.,2340965,2018-06-22T09:32:27Z,N1206V_HRA3277,de/N1206V_HRA3277,currently registered,de,Langestr.,Langestr.,,,Rostock,HRA,Mecklenburg-Western Pomerania,3277,Rostock HRA 3277,Bützow,,,true,true,true,false,true,true,true,,,Maik Gadinger,person,Inhaber,2011-12-22,,Maik,Gadinger,Bützow,,,,,,
Bürgerwindenergie Schnaittenbach GmbH & Co. KG,2340973,2018-06-22T09:32:27Z,D3101V_HRA3277,de/D3101V_HRA3277,currently registered,de,Rosenbühlstr.,Rosenbühlstr.,,,Amberg,HRA,Bavaria,3277,Amberg HRA 3277,Schnaittenbach,,,true,true,true,false,true,true,true,,,"WWS Verwaltungs-GmbH, Markt Erlbach (Amtsgericht Fürth HRB 13842).",company,Persönlich haftender Gesellschafter,2013-03-08,,,,,,,,,,
E & U Bausanierung OHG,2340994,2018-06-22T09:32:27Z,W1215_HRA3277,de/W1215_HRA3277,currently registered,de,Uenglinger Str.,Uenglinger Str.,,,Stendal,HRA,Saxony-Anhalt,3277,Stendal HRA 3277,Stendal,,,true,true,true,false,true,true,true,,,Rolf-Jürgen Ebel,person,Persönlich haftender Gesellschafter,2011-07-12,,Rolf-Jürgen,Ebel,Stendal,,,,,,
Fisch Maier e.K.,2341014,2018-06-22T09:32:27Z,D3410V_HRA3277,de/D3410V_HRA3277,currently registered,de,Donaustr.,Donaustr.,,,Regensburg,HRA,Bavaria,3277,Regensburg HRA 3277,Frengkofen,,,true,true,true,true,true,true,true,,,Otto Maier,person,Inhaber,2016-01-11,,Otto,Maier,OT Frengkofen,,,,Bach a.d. Donau,,Karpfenmaier Otto Maier
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otto Maier,person,Prokurist,2016-01-11,,Otto,Maier,OT Frengkofen,,,,Bach a.d.Donau,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otto jun Maier,person,Inhaber,2012-05-09,,Otto jun,Maier,OT Frengkofen,,,,Bach a.d. Donau,,
HTS Werkstatt GmbH,2341052,2018-06-22T09:32:27Z,D4501V_HRB3277,de/D4501V_HRB3277,currently registered,de,Wilhelm-Hagen-Str.,Wilhelm-Hagen-Str.,,,Hof,HRB,Bavaria,3277,Hof HRB 3277,Naila,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
MST Matzen Produktions GmbH & Co. KG,2341100,2018-06-22T09:32:27Z,N1308V_HRA3277,de/N1308V_HRA3277,currently registered,de,Gülzer Str.,Gülzer Str.,,,Schwerin,HRA,Mecklenburg-Western Pomerania,3277,Schwerin HRA 3277,Boizenburg,,,true,true,true,false,true,true,true,,,Consett/Großbritannien (06240741) MST PRODUCTION LIMITED,person,Persönlich haftender Gesellschafter,,2012-04-19,Consett/Großbritannien (06240741),MST PRODUCTION LIMITED,,true,,,,,MST Matzen Produtkions GmbH & Co. KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consett/Großbritannien (Companies House Cardiff 06240741) MST PRODUCTION LIMITED,person,Persönlich haftender Gesellschafter,2012-02-01,,Consett/Großbritannien (Companies House Cardiff 06240741),MST PRODUCTION LIMITED,mit der Befugnis -auch für jeden Direkor- im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,MST Production Germany Ltd. & Co. KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MST Matzen Produktions- & Vertriebsgesellschaft mbH, Lüneburg (Amtsgericht Lüneburg HRB 203731).",company,Persönlich haftender Gesellschafter,2012-04-19,,,,,,,,,,
SKE GmbH,2341141,2018-06-22T09:32:27Z,D4708V_HRB3277,de/D4708V_HRB3277,removed,de,Würzburger Str.,Würzburger Str.,,,Würzburg,HRB,Bavaria,3277,Würzburg HRB 3277,Karlstadt,,,false,true,true,true,false,true,true,,,Charles D Houpt,person,Geschäftsführer,,2005-01-31,Charles D,Houpt,Seeheim,true,,,,,SKE Maintenance Verwaltungs GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrence Applebaum,person,Prokurist,,2005-10-21,Lawrence,Applebaum,Sandhausen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hermann Merkl,person,Geschäftsführer,,2005-11-14,Hermann,Merkl,Uettingen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Milton Gates,person,Prokurist,,2007-01-25,John Milton,Gates,Rauenberg,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gisela Heidrich,person,Prokurist,,2007-06-28,Gisela,Heidrich,Karlstadt,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jochen Hauptmann,person,Prokurist,,2009-08-14,Jochen,Hauptmann,Böhl-Iggelheim,true,,,Betriebswirt,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hermann Merkl,person,Geschäftsführer,2005-10-21,,Hermann,Merkl,Uettingen,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klemens Kunz,person,Prokurist,2006-07-17,,Klemens,Kunz,Kirchzell,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sylvia Schröpl,person,Prokurist,2006-05-23,,Sylvia,Schröpl,Bad Vilbel,,,,,,
"""Gewächshaustechnik Dresden GmbH""",2341181,2018-06-22T09:33:47Z,U1104_HRB3278,de/U1104_HRB3278,removed,de,Niedersedlitzer Str.,Niedersedlitzer Str.,,,Dresden,HRB,Saxony,3278,Dresden HRB 3278,Dresden,,,false,true,true,true,false,true,true,,,Katrin Kottke,person,Liquidator,2009-04-14,,Katrin,Kottke,Dresden,,,,,,
CENAS AG,2341221,2018-06-22T09:33:47Z,D4301V_HRB3278,de/D4301V_HRB3278,currently registered,de,Fritz-Hornschuch-Str.,Fritz-Hornschuch-Str.,,,Bayreuth,HRB,Bavaria,3278,Bayreuth HRB 3278,Kulmbach,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
FIT Industrieservice GmbH,2341246,2018-06-22T09:33:47Z,H1101_H1102_HRB3278,de/H1101_H1102_HRB3278,currently registered,de,Weserstr.,Weserstr.,,,Bremen,HRB,Bremen,3278,Bremen früher Bremerhaven HRB 3278,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,Yildiray Esitken,person,Geschäftsführer,,2016-08-23,Yildiray,Esitken,,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Golba,person,Geschäftsführer,2016-08-23,,Adam,Golba,Wroclaw/Polen,,,,,,
G. Impler GmbH,2341258,2018-06-22T09:33:47Z,D2910V_HRB3278,de/D2910V_HRB3278,currently registered,de,Hauptstr.,Hauptstr.,,,Traunstein,HRB,Bavaria,3278,Traunstein HRB 3278,Bad Feilnbach,,,true,true,true,true,true,true,true,,,Georg Impler,person,Geschäftsführer,,2013-10-15,Georg,Impler,Paulreuth,true,,,Heizungs- u.Lüftungsbaumeister,,"G. Impler GmbH Heizungs-, Sanitär- und Solaranlagen"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobias Gaßner,person,Geschäftsführer,2012-06-18,,Tobias,Gaßner,Bruckmühl,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobias Wolfgang Gaßner,person,Geschäftsführer,2013-10-15,,Tobias Wolfgang,Gaßner,Bruckmühl,,sole representation,,,,
Orthopädie-Schuhtechnik Dicker Verwaltungs-GmbH,2341341,2018-06-22T09:33:47Z,D4401V_HRB3278,de/D4401V_HRB3278,currently registered,de,Hollfelder Str.,Hollfelder Str.,,,Coburg,HRB,Bavaria,3278,Coburg HRB 3278,Weismain,,,true,true,true,true,true,true,true,,,Kunibert Dicker,person,Geschäftsführer,,2010-01-11,Kunibert,Dicker,Weismain,true,,,,,
EUROVIA Grundstücks GmbH,2341464,2018-06-22T09:35:06Z,R2507_HRB3279,de/R2507_HRB3279,currently registered,de,Schillerstr.,Schillerstr.,,,Gelsenkirchen,HRB,North Rhine-Westphalia,3279,Gelsenkirchen HRB 3279,Gelsenkirchen,,,true,true,true,true,true,true,true,,,Gernot Engler,person,Geschäftsführer,2014-10-06,,Gernot,Engler,Gelsenkirchen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,GERKO-PARK Grundstücks GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gernot Engler,person,Liquidator,2011-12-27,,Gernot,Engler,Gelsenkirchen,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Doctor Engler,person,Geschäftsführer,2017-06-01,,Steven,Doctor Engler,Gelsenkirchen,,sole representation,,,,
Solar Betriebs KG Kassow,2341588,2018-06-22T09:35:06Z,N1206V_HRA3279,de/N1206V_HRA3279,currently registered,de,Dorfstr.,Dorfstr.,,,Rostock,HRA,Mecklenburg-Western Pomerania,3279,Rostock HRA 3279,Wardow,,,true,true,true,false,true,true,true,,,Matthias Hesse,person,Persönlich haftender Gesellschafter,2011-12-27,,Matthias,Hesse,Kritzmow,,,,,,
Weser-Ems-Apotheke Inh.: Dr. Anton M. Pfeifer,2341622,2018-06-22T09:35:06Z,P3210_HRA3279,de/P3210_HRA3279,removed,de,Donnerschweer Str.,Donnerschweer Str.,,,Oldenburg (Oldenburg),HRA,Lower Saxony,3279,Oldenburg (Oldenburg) HRA 3279,Oldenburg,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,
BCV Management Beteiligungs-Verwaltungs GmbH,2341649,2018-06-22T09:36:26Z,R2103_HRB3280,de/R2103_HRB3280,removed,de,Carl-Bertelsmann-Str.,Carl-Bertelsmann-Str.,,,Gütersloh,HRB,North Rhine-Westphalia,3280,Gütersloh HRB 3280,Gütersloh,,,false,true,true,true,false,true,true,,,Walter Kraus,person,Geschäftsführer,,2005-04-14,Walter,Kraus,Korntal-Münchingen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Günther Bierstedt,person,Liquidator,2005-04-14,,Günther,Bierstedt,Rietberg,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Installateur- und Heizungsbaumeister Ralf Peters e. K.,2341752,2018-06-22T09:36:26Z,R2201_HRA3280,de/R2201_HRA3280,currently registered,de,Brantropstr.,Brantropstr.,,,Bochum,HRA,North Rhine-Westphalia,3280,Bochum HRA 3280,Bochum,,,true,true,true,true,true,true,true,,,Norbert Peters,person,Inhaber,,2009-01-15,Norbert,Peters,Witten,true,,,Installations- und Heizungsbaumeister,,"Theodor Behrens Zentralheizungsbau, Sanitäranlagen und Klempnerei Nachfolger Norbert Peters"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf Peters,person,Inhaber,2009-01-15,,Ralf,Peters,Bochum,,,,,,"Theodor Behrens Zentralheizungsbau, Sanitäranlagen und Klempnerei Nachfolger Ralf Peters e. K."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Theodor Behrens Zentralheizungsbau, Sanitäranlagen und Klempnerei"
G. Schubert GmbH,2341943,2018-06-22T09:37:45Z,T3104V_HRB3281,de/T3104V_HRB3281,currently registered,de,Mutterstadter Str.,Mutterstadter Str.,,,Ludwigshafen a.Rhein (Ludwigshafen),HRB,Rhineland-Palatinate,3281,Ludwigshafen a.Rhein (Ludwigshafen) HRB 3281,Fußgönheim,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Merca Handels- und Vermittlungsgesellschaft mbH,2342008,2018-06-22T09:37:45Z,D3410V_HRB3281,de/D3410V_HRB3281,removed,de,Waldenburger Str.,Waldenburger Str.,,,Regensburg,HRB,Bavaria,3281,Regensburg HRB 3281,Neutraubling,,,false,true,true,true,false,true,true,,,Roland Lösel,person,Geschäftsführer,,2011-07-26,Roland,Lösel,Neutraubling,true,,,Geschäftsführer,,Lösel Haus- und Mietverwaltungs GmH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jochim Pesth,person,Liquidator,2011-07-26,,Jochim,Pesth,Neutraubling,,sole representation,,,,
Biosan Klaus Paeschke Inh. Hans-Jürgen Paeschke e.K.,2342114,2019-01-31T06:57:08Z,M1710_HRA3282,de/M1710_HRA3282,removed,de,Talstr.,Talstr.,,,Wetzlar,HRA,Hesse,3282,Wetzlar HRA 3282,Hohenahr,,,false,true,true,true,false,true,false,,,Klaus Paeschke,person,Inhaber,,2016-07-05,Klaus,Paeschke,Wetzlar,true,,,Kaufmann,,Biosan Klaus Paeschke
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Jürgen Paeschke,person,Inhaber,2016-07-05,,Hans-Jürgen,Paeschke,Hohenahr,,,,,,
"Hotel ""Strandschlößchen"" Betriebsgesellschaft mbH",2342193,2018-06-22T09:39:04Z,N1206V_HRB3282,de/N1206V_HRB3282,currently registered,de,Hermannstr.,Hermannstr.,,,Rostock,HRB,Mecklenburg-Western Pomerania,3282,Rostock HRB 3282,Kühlungsborn,,,true,true,true,true,true,true,true,,,Gerd Anschütz,person,Geschäftsführer,,2016-12-14,Gerd,Anschütz,Kühlungsborn,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Veit Iwanschitz,person,Geschäftsführer,2016-12-14,,Michael Veit,Iwanschitz,Salon de Provence / Frankreich,,sole representation,,,,
Marktlage Immobilien Beteiligungs GmbH,2342226,2018-06-22T09:39:04Z,X1517R_HRB3282KI,de/X1517R_HRB3282KI,currently registered,de,"c/o Herrn Dieter Rümmeli, Bismarckallee 2, 24105 Kiel",c/o Herrn Dieter Rümmeli,Bismarckallee,"2, 24105 Kiel",Kiel,HRB,Schleswig-Holstein,3282,Kiel HRB 3282 KI,Kiel,,KI,true,true,true,true,true,true,true,,,Dieter Rümmeli,person,Geschäftsführer,2015-02-17,,Dieter,Rümmeli,Kiel,,Kaufmann,,,,
